# timestamp tx ty tz qx qy qz qw
1644767900.480952 2.56902720109714 2.447285519438848 1.075535852134928 -0.3022634830399127 -0.636440619977146 0.6424561655878477 0.3013794897455471
1644767900.487545 2.571913516251101 2.447244201392066 1.0778472181151253 -0.3025331323030525 -0.6364981483294381 0.6421057546927018 0.301733995963937
1644767900.494142 2.5741206644820718 2.446791349411778 1.0797723592083686 -0.3013113373554289 -0.6351162468605019 0.6436344511911711 0.30261018612503127
1644767900.5008 2.577858336053322 2.4473003080791385 1.0824282869280384 -0.30284533659342355 -0.6362246645304168 0.6415535999556371 0.30316875241435
1644767900.507343 2.5807458357271877 2.4471470578928987 1.0846032285063205 -0.3034769533642022 -0.6352206429018986 0.6414850355112236 0.30478324908587695
1644767900.5139892 2.584113492811565 2.4474162336719782 1.087073284896917 -0.30452865857334416 -0.6357435485148932 0.640239146150159 0.305263279074184
1644767900.520571 2.586632557216017 2.447220552389807 1.089283009910503 -0.30451296926640964 -0.6351596827156823 0.640372858672423 0.3062124583502273
1644767900.5271418 2.5900687332595695 2.447368964675589 1.091621935149667 -0.3055711287245498 -0.6347710045637007 0.6395023762587967 0.307779428561017
1644767900.533737 2.593434476163136 2.447690225208899 1.0941487013768325 -0.30662252668290135 -0.635686254650868 0.6379763403091709 0.3080117697243313
1644767900.5403452 2.595934709681345 2.447620765497007 1.0963271799725387 -0.30605304714688836 -0.635048190271716 0.6383374792233396 0.3091439733719203
1644767900.546977 2.5996617555027473 2.4479931490233025 1.098922519031413 -0.30754300004076174 -0.635957021779647 0.636459235295541 0.3096692613224084
1644767900.553552 2.6024064034807983 2.4480921471535386 1.1011615042841199 -0.30701694537120194 -0.6355161559710115 0.6366262946110468 0.31075095592798346
1644767900.5601768 2.6054476478214763 2.448239945899513 1.1035541422850064 -0.30721920419961574 -0.6355665172743987 0.6361411210818929 0.31144094882920736
1644767900.5667598 2.6087230124454592 2.448612282943852 1.106069414669368 0.3077630906147805 0.6363834173277777 -0.6350521250913734 -0.31145851328435814
1644767900.5733492 2.6115814567612867 2.448665538371861 1.108228163183145 0.3079352936738405 0.6354910335435918 -0.6351955600594643 -0.3128150072832959
1644767900.579966 2.6137560943336755 2.448500959832023 1.1102243465401307 -0.3068527743210797 -0.6338431379896577 0.6366801534517152 0.31420065860754
1644767900.59323 2.6205893627480186 2.4493707191669403 1.11523190094552 0.3098732450316505 0.6348553399592323 -0.6340813533314694 -0.31444826339210397
1644767900.5997639 2.6241169861026177 2.4499018132633243 1.1175976456363115 0.3107359370640102 0.6348965558432946 -0.6334464158150219 -0.3147932934570076
1644767900.612951 2.6273875513730034 2.4501736622383246 1.120041999082243 0.3118665422691399 0.6349029433635888 -0.6332837775334683 -0.3139885264084445
1644767900.6195579 2.6297951644639572 2.4503486322072634 1.121955866358428 -0.3116572607504601 -0.6334755588454101 0.6338192203067997 0.3159922584256527
1644767900.6261399 2.632314433978328 2.4503647897423977 1.1240335915468724 -0.31223292600746083 -0.631833076574166 0.6343947157313927 0.3175536517856017
1644767900.6327412 2.636066438092069 2.4509905092697135 1.1265953501733446 -0.3133974722053896 -0.6329638962077722 0.6336723222929621 0.31559071051583387
1644767900.6393468 2.6389356208518318 2.4513632311244 1.1287230303171287 -0.314663872127843 -0.6319298577387641 0.632991218460332 0.31776216583968864
1644767900.645941 2.6433764884877213 2.4518300641442847 1.1314221439145487 0.3179311432020663 0.6321183833450019 -0.6316324870578937 -0.3168377060514456
1644767900.652541 2.645789789757808 2.4525893081438483 1.133410732037956 0.31731493067053235 0.6316481739128768 -0.6315185354333954 -0.3186153498513683
1644767900.659168 2.6485543764344373 2.4528790086578085 1.1355541101527127 -0.31702363868173705 -0.6309755405159265 0.6327096324659165 0.31787386868289225
1644767900.665748 2.651270322548835 2.452674269290592 1.137557248243991 -0.3170515761319669 -0.6291555983053015 0.6343807983807281 0.318122532287916
1644767900.6723788 2.6536356057065418 2.4533499257181584 1.139524170306182 -0.31744249344533615 -0.6281803437454005 0.6338090414056411 0.32078845941722495
1644767900.678954 2.6573142231307494 2.453332462741265 1.1416717758524515 -0.31971751665322173 -0.6258885998518341 0.6342979735541674 0.32203980972794427
1644767900.685587 2.661259577430833 2.454844110656829 1.1441817266175147 -0.3200176459853422 -0.6284420332034449 0.6323687398692626 0.32055969773785237
1644767900.6921432 2.6638627959688 2.4551782559722564 1.146006873110392 -0.31917822392407974 -0.6274571221382487 0.6336859692139004 0.32072464935267786
1644767900.6987479 2.665920827902415 2.4548144792975415 1.1478074357523094 -0.3197842376716358 -0.6248851513851383 0.63480861253369 0.3229148018598299
1644767900.705346 2.6708098798013435 2.4567488204599 1.1503673592651922 -0.3208050769615576 -0.6282361171986439 0.631630987719899 0.3216289289419047
1644767900.711966 2.6732532562311015 2.4567535519139243 1.1521340415646002 -0.3203118193956586 -0.6264885025249439 0.6331623652448211 0.322517148520041
1644767900.71854 2.675742487419017 2.457540886794808 1.15397943730924 -0.3193913846154094 -0.6267689618179371 0.6327352875222507 0.323720983787292
1644767900.725145 2.678772622024141 2.4580972592026593 1.1560529067174432 -0.31958861723300497 -0.6269414968481476 0.6323702371314174 0.32390547773949885
